<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
MFON,D,20151007,000000,763.0000000
MFON,D,20151008,000000,769.0000000
MFON,D,20151009,000000,797.0000000
MFON,D,20151012,000000,801.0000000
MFON,D,20151013,000000,808.0000000
MFON,D,20151014,000000,796.0000000
MFON,D,20151015,000000,790.0000000
MFON,D,20151016,000000,789.0000000
MFON,D,20151019,000000,780.0000000
MFON,D,20151020,000000,802.0000000
MFON,D,20151021,000000,810.0000000
MFON,D,20151022,000000,815.0000000
MFON,D,20151023,000000,818.0000000
MFON,D,20151026,000000,814.0000000
MFON,D,20151027,000000,815.0000000
MFON,D,20151028,000000,811.0000000
MFON,D,20151029,000000,830.0000000
MFON,D,20151030,000000,827.0000000
MFON,D,20151102,000000,833.0000000
MFON,D,20151103,000000,840.0000000
MFON,D,20151105,000000,848.0000000
MFON,D,20151106,000000,852.0000000
MFON,D,20151109,000000,852.0000000
MFON,D,20151110,000000,840.0000000
MFON,D,20151111,000000,843.0000000
MFON,D,20151112,000000,852.0000000
MFON,D,20151113,000000,868.0000000
MFON,D,20151116,000000,871.0000000
MFON,D,20151117,000000,901.0000000
MFON,D,20151118,000000,895.0000000
MFON,D,20151119,000000,915.0000000
MFON,D,20151120,000000,908.0000000
MFON,D,20151123,000000,926.0000000
MFON,D,20151124,000000,914.0000000
MFON,D,20151125,000000,929.0000000
MFON,D,20151126,000000,939.0000000
MFON,D,20151127,000000,928.0000000
MFON,D,20151130,000000,951.0000000
MFON,D,20151201,000000,931.0000000
MFON,D,20151202,000000,918.0000000
MFON,D,20151203,000000,920.0000000
MFON,D,20151204,000000,913.0000000
MFON,D,20151207,000000,910.0000000
MFON,D,20151208,000000,915.0000000
MFON,D,20151209,000000,930.0000000
MFON,D,20151210,000000,940.0000000
MFON,D,20151211,000000,925.0000000
MFON,D,20151214,000000,921.0000000
MFON,D,20151215,000000,925.0000000
MFON,D,20151216,000000,918.0000000
MFON,D,20151217,000000,932.0000000
MFON,D,20151218,000000,905.0000000
MFON,D,20151221,000000,843.0000000
MFON,D,20151222,000000,814.0000000
MFON,D,20151223,000000,813.0000000
MFON,D,20151224,000000,812.0000000
MFON,D,20151225,000000,816.0000000
MFON,D,20151228,000000,849.0000000
MFON,D,20151229,000000,856.0000000
MFON,D,20151230,000000,850.0000000
MFON,D,20160104,000000,835.0000000
MFON,D,20160105,000000,841.0000000
MFON,D,20160106,000000,862.0000000
MFON,D,20160111,000000,825.0000000
MFON,D,20160112,000000,819.0000000
MFON,D,20160113,000000,822.0000000
MFON,D,20160114,000000,807.0000000
MFON,D,20160115,000000,771.0000000
MFON,D,20160118,000000,784.0000000
MFON,D,20160119,000000,800.0000000
MFON,D,20160120,000000,789.0000000
MFON,D,20160121,000000,798.0000000
MFON,D,20160122,000000,798.0000000
MFON,D,20160125,000000,813.0000000
MFON,D,20160126,000000,836.0000000
MFON,D,20160127,000000,880.0000000
MFON,D,20160128,000000,880.0000000
MFON,D,20160129,000000,866.0000000
MFON,D,20160201,000000,869.0000000
MFON,D,20160202,000000,880.0000000
MFON,D,20160203,000000,868.0000000
MFON,D,20160204,000000,859.0000000
MFON,D,20160205,000000,864.0000000
MFON,D,20160208,000000,870.0000000
MFON,D,20160209,000000,860.0000000
MFON,D,20160210,000000,856.0000000
MFON,D,20160211,000000,824.0000000
MFON,D,20160212,000000,836.0000000
MFON,D,20160215,000000,861.0000000
MFON,D,20160216,000000,875.0000000
MFON,D,20160217,000000,874.0000000
MFON,D,20160218,000000,868.0000000
MFON,D,20160219,000000,865.0000000
MFON,D,20160220,000000,861.0000000
MFON,D,20160222,000000,864.0000000
MFON,D,20160224,000000,863.0000000
MFON,D,20160225,000000,857.0000000
MFON,D,20160226,000000,870.0000000
MFON,D,20160229,000000,871.0000000
MFON,D,20160301,000000,884.0000000
MFON,D,20160302,000000,879.0000000
MFON,D,20160303,000000,881.0000000
MFON,D,20160304,000000,863.0000000
MFON,D,20160307,000000,866.0000000
MFON,D,20160309,000000,867.0000000
MFON,D,20160310,000000,880.0000000
MFON,D,20160311,000000,869.0000000
MFON,D,20160314,000000,855.0000000
MFON,D,20160315,000000,842.0000000
MFON,D,20160316,000000,843.0000000
MFON,D,20160317,000000,809.0000000
MFON,D,20160318,000000,800.0000000
MFON,D,20160321,000000,784.0000000
MFON,D,20160322,000000,778.0000000
MFON,D,20160323,000000,779.0000000
MFON,D,20160324,000000,796.0000000
MFON,D,20160325,000000,792.0000000
MFON,D,20160328,000000,786.0000000
MFON,D,20160329,000000,775.0000000
MFON,D,20160330,000000,769.0000000
MFON,D,20160331,000000,750.0000000
MFON,D,20160401,000000,747.0000000
MFON,D,20160404,000000,731.0000000
MFON,D,20160405,000000,706.0000000
MFON,D,20160406,000000,699.0000000
MFON,D,20160407,000000,688.0000000
MFON,D,20160408,000000,688.0000000
MFON,D,20160411,000000,703.0000000
MFON,D,20160412,000000,699.0000000
MFON,D,20160413,000000,704.0000000
MFON,D,20160414,000000,713.0000000
MFON,D,20160415,000000,712.0000000
MFON,D,20160418,000000,711.0000000
MFON,D,20160419,000000,712.0000000
MFON,D,20160420,000000,705.0000000
MFON,D,20160421,000000,703.0000000
MFON,D,20160422,000000,718.0000000
MFON,D,20160425,000000,718.0000000
MFON,D,20160426,000000,719.0000000
MFON,D,20160427,000000,714.0000000
MFON,D,20160428,000000,740.0000000
MFON,D,20160429,000000,740.0000000
MFON,D,20160504,000000,736.0000000
MFON,D,20160505,000000,739.5000000
MFON,D,20160506,000000,730.5000000
MFON,D,20160510,000000,738.5000000
MFON,D,20160511,000000,744.5000000
MFON,D,20160512,000000,735.0000000
MFON,D,20160513,000000,742.0000000
MFON,D,20160516,000000,732.0000000
MFON,D,20160517,000000,726.0000000
MFON,D,20160518,000000,727.0000000
MFON,D,20160519,000000,729.5000000
MFON,D,20160520,000000,736.0000000
MFON,D,20160523,000000,738.0000000
MFON,D,20160524,000000,741.5000000
MFON,D,20160525,000000,753.5000000
MFON,D,20160526,000000,748.5000000
MFON,D,20160527,000000,745.5000000
MFON,D,20160530,000000,747.5000000
MFON,D,20160531,000000,747.0000000
MFON,D,20160601,000000,747.5000000
MFON,D,20160602,000000,750.0000000
MFON,D,20160603,000000,746.0000000
MFON,D,20160606,000000,747.5000000
MFON,D,20160607,000000,750.0000000
MFON,D,20160608,000000,750.0000000
MFON,D,20160609,000000,740.5000000
MFON,D,20160610,000000,742.0000000
MFON,D,20160614,000000,725.0000000
MFON,D,20160615,000000,718.5000000
MFON,D,20160616,000000,705.0000000
MFON,D,20160617,000000,747.0000000
MFON,D,20160620,000000,726.5000000
MFON,D,20160621,000000,724.0000000
MFON,D,20160622,000000,712.0000000
MFON,D,20160623,000000,714.0000000
MFON,D,20160624,000000,676.5000000
MFON,D,20160627,000000,662.0000000
MFON,D,20160628,000000,665.5000000
MFON,D,20160629,000000,667.0000000
MFON,D,20160630,000000,670.5000000
MFON,D,20160701,000000,688.5000000
MFON,D,20160704,000000,700.0000000
MFON,D,20160705,000000,705.0000000
MFON,D,20160706,000000,708.0000000
MFON,D,20160707,000000,702.0000000
MFON,D,20160708,000000,660.0000000
MFON,D,20160711,000000,674.0000000
MFON,D,20160712,000000,668.0000000
MFON,D,20160713,000000,673.0000000
MFON,D,20160714,000000,667.5000000
MFON,D,20160715,000000,672.0000000
MFON,D,20160718,000000,672.0000000
MFON,D,20160719,000000,670.5000000
MFON,D,20160720,000000,683.0000000
MFON,D,20160721,000000,688.0000000
MFON,D,20160722,000000,689.5000000
MFON,D,20160725,000000,692.0000000
MFON,D,20160726,000000,698.5000000
MFON,D,20160727,000000,692.0000000
MFON,D,20160728,000000,684.0000000
MFON,D,20160729,000000,670.0000000
MFON,D,20160801,000000,660.0000000
MFON,D,20160802,000000,660.0000000
MFON,D,20160803,000000,664.0000000
MFON,D,20160804,000000,670.0000000
MFON,D,20160805,000000,678.0000000
MFON,D,20160808,000000,680.5000000
MFON,D,20160809,000000,678.0000000
MFON,D,20160810,000000,677.0000000
MFON,D,20160811,000000,674.5000000
MFON,D,20160812,000000,685.0000000
MFON,D,20160815,000000,683.0000000
MFON,D,20160816,000000,678.0000000
MFON,D,20160817,000000,678.0000000
MFON,D,20160818,000000,674.0000000
MFON,D,20160819,000000,673.0000000
MFON,D,20160822,000000,669.0000000
MFON,D,20160823,000000,671.5000000
MFON,D,20160824,000000,670.5000000
MFON,D,20160825,000000,667.5000000
MFON,D,20160826,000000,666.0000000
MFON,D,20160829,000000,675.0000000
MFON,D,20160830,000000,671.5000000
MFON,D,20160831,000000,669.5000000
MFON,D,20160901,000000,667.5000000
MFON,D,20160902,000000,669.5000000
MFON,D,20160905,000000,669.5000000
MFON,D,20160906,000000,664.0000000
MFON,D,20160907,000000,682.0000000
MFON,D,20160908,000000,681.5000000
MFON,D,20160909,000000,673.0000000
MFON,D,20160912,000000,655.5000000
MFON,D,20160913,000000,648.5000000
MFON,D,20160914,000000,651.0000000
MFON,D,20160915,000000,645.0000000
MFON,D,20160916,000000,656.5000000
MFON,D,20160919,000000,657.5000000
MFON,D,20160920,000000,654.5000000
MFON,D,20160921,000000,645.5000000
MFON,D,20160922,000000,635.5000000
MFON,D,20160923,000000,622.5000000
MFON,D,20160926,000000,625.0000000
MFON,D,20160927,000000,618.0000000
MFON,D,20160928,000000,621.0000000
MFON,D,20160929,000000,616.0000000
MFON,D,20160930,000000,609.0000000
MFON,D,20161003,000000,601.5000000
MFON,D,20161004,000000,602.0000000
MFON,D,20161005,000000,592.0000000
MFON,D,20161006,000000,593.5000000
MFON,D,20161007,000000,592.0000000
MFON,D,20161010,000000,608.0000000
MFON,D,20161011,000000,611.0000000
MFON,D,20161012,000000,610.5000000
MFON,D,20161013,000000,611.5000000
MFON,D,20161014,000000,604.0000000
MFON,D,20161017,000000,611.0000000
MFON,D,20161018,000000,607.0000000
MFON,D,20161019,000000,593.0000000
MFON,D,20161020,000000,581.0000000
MFON,D,20161021,000000,576.5000000
MFON,D,20161024,000000,568.0000000
MFON,D,20161025,000000,560.5000000
MFON,D,20161026,000000,564.0000000
MFON,D,20161027,000000,565.0000000
MFON,D,20161028,000000,583.0000000
MFON,D,20161031,000000,602.0000000
MFON,D,20161101,000000,606.2000000
MFON,D,20161102,000000,602.2000000
MFON,D,20161103,000000,605.0000000
MFON,D,20161107,000000,593.2000000
MFON,D,20161108,000000,588.1000000
MFON,D,20161109,000000,592.5000000
MFON,D,20161110,000000,587.5000000
MFON,D,20161111,000000,580.8000000
MFON,D,20161114,000000,573.0000000
MFON,D,20161115,000000,562.7000000
MFON,D,20161116,000000,556.6000000
MFON,D,20161117,000000,550.7000000
MFON,D,20161118,000000,539.5000000
MFON,D,20161121,000000,530.2000000
MFON,D,20161122,000000,540.7000000
MFON,D,20161123,000000,547.5000000
MFON,D,20161124,000000,551.5000000
MFON,D,20161125,000000,548.7000000
MFON,D,20161128,000000,542.0000000
MFON,D,20161129,000000,561.0000000
MFON,D,20161130,000000,567.0000000
MFON,D,20161201,000000,586.8000000
MFON,D,20161202,000000,599.5000000
MFON,D,20161205,000000,603.0000000
MFON,D,20161206,000000,601.8000000
MFON,D,20161207,000000,597.0000000
MFON,D,20161208,000000,595.6000000
MFON,D,20161209,000000,593.9000000
